ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,Status
BIH,Europe,Upper Middle Income,month_0_23 , male,none-primary,overweight
BIH,Europe,Upper Middle Income,month_0_23 , male,secondary,overweight
BIH,Europe,Upper Middle Income,month_0_23 , male,higher,overweight
BIH,Europe,Upper Middle Income,month_0_23 , male,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , male,none,overweight
BIH,Europe,Upper Middle Income,month_24_35 , male,primary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , male,none-primary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , male,secondary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , male,higher,overweight
BIH,Europe,Upper Middle Income,month_24_35 , male,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , male,none,overweight
BIH,Europe,Upper Middle Income,month_36_47 , male,primary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , male,none-primary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , male,secondary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , male,higher,overweight
BIH,Europe,Upper Middle Income,month_36_47 , male,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , male,none,overweight
BIH,Europe,Upper Middle Income,month_48_59 , male,primary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , male,none-primary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , male,secondary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , male,higher,overweight
BIH,Europe,Upper Middle Income,month_48_59 , male,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_0_5 , female,none,overweight
BIH,Europe,Upper Middle Income,month_0_5 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_0_5 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_0_5 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_0_5 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_0_5 , female,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_6_11 , female,none,overweight
BIH,Europe,Upper Middle Income,month_6_11 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_6_11 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_6_11 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_6_11 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_6_11 , female,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_12_23 , female,none,overweight
BIH,Europe,Upper Middle Income,month_12_23 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_12_23 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_12_23 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_12_23 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_12_23 , female,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_0_23 , female,none,overweight
BIH,Europe,Upper Middle Income,month_0_23 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_0_23 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_0_23 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_0_23 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_0_23 , female,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , female,none,overweight
BIH,Europe,Upper Middle Income,month_24_35 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_24_35 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_24_35 , female,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , female,none,overweight
BIH,Europe,Upper Middle Income,month_36_47 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_36_47 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_36_47 , female,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , female,none,overweight
BIH,Europe,Upper Middle Income,month_48_59 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_48_59 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_48_59 , female,higher_secondary,overweight
BIH,Europe,Upper Middle Income,month_24_59 , female,none,overweight
BIH,Europe,Upper Middle Income,month_24_59 , female,primary,overweight
BIH,Europe,Upper Middle Income,month_24_59 , female,none-primary,overweight
BIH,Europe,Upper Middle Income,month_24_59 , female,secondary,overweight
BIH,Europe,Upper Middle Income,month_24_59 , female,higher,overweight
BIH,Europe,Upper Middle Income,month_24_59 , female,higher_secondary,overweight
BWA,Africa,Upper Middle Income,month_0_5 , male,none,stunting
BWA,Africa,Upper Middle Income,month_0_5 , male,primary,stunting
BWA,Africa,Upper Middle Income,month_0_5 , male,none-primary,stunting
BWA,Africa,Upper Middle Income,month_0_5 , male,secondary,stunting
BWA,Africa,Upper Middle Income,month_0_5 , male,higher,stunting
BWA,Africa,Upper Middle Income,month_0_5 , male,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , male,none,stunting
BWA,Africa,Upper Middle Income,month_6_11 , male,primary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , male,none-primary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , male,secondary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , male,higher,stunting
BWA,Africa,Upper Middle Income,month_6_11 , male,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , male,none,stunting
BWA,Africa,Upper Middle Income,month_12_23 , male,primary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , male,none-primary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , male,secondary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , male,higher,stunting
BWA,Africa,Upper Middle Income,month_12_23 , male,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , male,none,stunting
BWA,Africa,Upper Middle Income,month_0_23 , male,primary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , male,none-primary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , male,secondary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , male,higher,stunting
BWA,Africa,Upper Middle Income,month_0_23 , male,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , male,none,stunting
BWA,Africa,Upper Middle Income,month_24_35 , male,primary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , male,none-primary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , male,secondary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , male,higher,stunting
BWA,Africa,Upper Middle Income,month_24_35 , male,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , male,none,stunting
BWA,Africa,Upper Middle Income,month_36_47 , male,primary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , male,none-primary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , male,secondary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , male,higher,stunting
BWA,Africa,Upper Middle Income,month_36_47 , male,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , male,none,stunting
BWA,Africa,Upper Middle Income,month_48_59 , male,primary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , male,none-primary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , male,secondary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , male,higher,stunting
BWA,Africa,Upper Middle Income,month_48_59 , male,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_0_5 , female,none,stunting
BWA,Africa,Upper Middle Income,month_0_5 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_0_5 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_0_5 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_0_5 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_0_5 , female,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , female,none,stunting
BWA,Africa,Upper Middle Income,month_6_11 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_6_11 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_6_11 , female,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , female,none,stunting
BWA,Africa,Upper Middle Income,month_12_23 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_12_23 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_12_23 , female,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , female,none,stunting
BWA,Africa,Upper Middle Income,month_0_23 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_0_23 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_0_23 , female,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , female,none,stunting
BWA,Africa,Upper Middle Income,month_24_35 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_24_35 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_24_35 , female,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , female,none,stunting
BWA,Africa,Upper Middle Income,month_36_47 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_36_47 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_36_47 , female,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , female,none,stunting
BWA,Africa,Upper Middle Income,month_48_59 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_48_59 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_48_59 , female,higher_secondary,stunting
BWA,Africa,Upper Middle Income,month_24_59 , female,none,stunting
BWA,Africa,Upper Middle Income,month_24_59 , female,primary,stunting
BWA,Africa,Upper Middle Income,month_24_59 , female,none-primary,stunting
BWA,Africa,Upper Middle Income,month_24_59 , female,secondary,stunting
BWA,Africa,Upper Middle Income,month_24_59 , female,higher,stunting
BWA,Africa,Upper Middle Income,month_24_59 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,none,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,none-primary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,secondary,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,higher,stunting
BRA,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , male,none,stunting
KHM,Asia,Lower Middle Income,month_0_5 , male,primary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , male,none-primary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , male,secondary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , male,higher,stunting
KHM,Asia,Lower Middle Income,month_0_5 , male,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , male,none,stunting
KHM,Asia,Lower Middle Income,month_6_11 , male,primary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , male,none-primary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , male,secondary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , male,higher,stunting
KHM,Asia,Lower Middle Income,month_6_11 , male,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , male,none,stunting
KHM,Asia,Lower Middle Income,month_12_23 , male,primary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , male,none-primary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , male,secondary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , male,higher,stunting
KHM,Asia,Lower Middle Income,month_12_23 , male,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , male,none,stunting
KHM,Asia,Lower Middle Income,month_0_23 , male,primary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , male,none-primary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , male,secondary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , male,higher,stunting
KHM,Asia,Lower Middle Income,month_0_23 , male,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , male,none,stunting
KHM,Asia,Lower Middle Income,month_24_35 , male,primary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , male,none-primary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , male,secondary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , male,higher,stunting
KHM,Asia,Lower Middle Income,month_24_35 , male,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , male,none,stunting
KHM,Asia,Lower Middle Income,month_36_47 , male,primary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , male,none-primary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , male,secondary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , male,higher,stunting
KHM,Asia,Lower Middle Income,month_36_47 , male,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , male,none,stunting
KHM,Asia,Lower Middle Income,month_48_59 , male,primary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , male,none-primary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , male,secondary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , male,higher,stunting
KHM,Asia,Lower Middle Income,month_48_59 , male,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , female,none,stunting
KHM,Asia,Lower Middle Income,month_0_5 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_0_5 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_0_5 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , female,none,stunting
KHM,Asia,Lower Middle Income,month_6_11 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_6_11 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_6_11 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , female,none,stunting
KHM,Asia,Lower Middle Income,month_12_23 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_12_23 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_12_23 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , female,none,stunting
KHM,Asia,Lower Middle Income,month_0_23 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_0_23 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_0_23 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , female,none,stunting
KHM,Asia,Lower Middle Income,month_24_35 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_24_35 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_24_35 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , female,none,stunting
KHM,Asia,Lower Middle Income,month_36_47 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_36_47 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_36_47 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , female,none,stunting
KHM,Asia,Lower Middle Income,month_48_59 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_48_59 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_48_59 , female,higher_secondary,stunting
KHM,Asia,Lower Middle Income,month_24_59 , female,none,stunting
KHM,Asia,Lower Middle Income,month_24_59 , female,primary,stunting
KHM,Asia,Lower Middle Income,month_24_59 , female,none-primary,stunting
KHM,Asia,Lower Middle Income,month_24_59 , female,secondary,stunting
KHM,Asia,Lower Middle Income,month_24_59 , female,higher,stunting
KHM,Asia,Lower Middle Income,month_24_59 , female,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , male,none,stunting
CMR,Africa,Lower Middle Income,month_0_5 , male,primary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , male,none-primary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , male,secondary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , male,higher,overweight
CMR,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_6_11 , male,none,stunting
CMR,Africa,Lower Middle Income,month_6_11 , male,primary,stunting
CMR,Africa,Lower Middle Income,month_6_11 , male,none-primary,stunting
CMR,Africa,Lower Middle Income,month_6_11 , male,secondary,stunting
CMR,Africa,Lower Middle Income,month_6_11 , male,higher,overweight
CMR,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_12_23 , male,none,stunting
CMR,Africa,Lower Middle Income,month_12_23 , male,primary,stunting
CMR,Africa,Lower Middle Income,month_12_23 , male,none-primary,stunting
CMR,Africa,Lower Middle Income,month_12_23 , male,secondary,stunting
CMR,Africa,Lower Middle Income,month_12_23 , male,higher,stunting
CMR,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_0_23 , male,none,stunting
CMR,Africa,Lower Middle Income,month_0_23 , male,primary,stunting
CMR,Africa,Lower Middle Income,month_0_23 , male,none-primary,stunting
CMR,Africa,Lower Middle Income,month_0_23 , male,secondary,stunting
CMR,Africa,Lower Middle Income,month_0_23 , male,higher,stunting
CMR,Africa,Lower Middle Income,month_0_23 , male,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_24_35 , male,none,stunting
CMR,Africa,Lower Middle Income,month_24_35 , male,primary,stunting
CMR,Africa,Lower Middle Income,month_24_35 , male,none-primary,stunting
CMR,Africa,Lower Middle Income,month_24_35 , male,secondary,stunting
CMR,Africa,Lower Middle Income,month_24_35 , male,higher,stunting
CMR,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_36_47 , male,none,stunting
CMR,Africa,Lower Middle Income,month_36_47 , male,primary,stunting
CMR,Africa,Lower Middle Income,month_36_47 , male,none-primary,stunting
CMR,Africa,Lower Middle Income,month_36_47 , male,secondary,stunting
CMR,Africa,Lower Middle Income,month_36_47 , male,higher,stunting
CMR,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_48_59 , male,none,stunting
CMR,Africa,Lower Middle Income,month_48_59 , male,primary,stunting
CMR,Africa,Lower Middle Income,month_48_59 , male,none-primary,stunting
CMR,Africa,Lower Middle Income,month_48_59 , male,secondary,stunting
CMR,Africa,Lower Middle Income,month_48_59 , male,higher,stunting
CMR,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , female,none,stunting
CMR,Africa,Lower Middle Income,month_0_5 , female,primary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , female,none-primary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , female,secondary,stunting
CMR,Africa,Lower Middle Income,month_0_5 , female,higher,overweight
CMR,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,stunting
CMR,Africa,Lower Middle Income,month_6_11 , female,none,stunting
