ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,stunting_weighted,stunting_r,overweight_weighted,overweight_r,Wasting_Weighted,Wasting_r,severe_wasting__Weighted,severe_wasting_r,Status
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,primary,680687.6,25.93963025,663109.9,10.03214443,663109.9,3.221428982,663109.9,1.114285988,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,701027.2,26.08564454,683231.2,10.063593,683231.2,3.229632956,683231.2,1.197224717,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,813405.7,21.32539466,787185.2,10.28090345,787185.2,3.667560823,787185.2,1.304447543,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher,469190.8,17.17000909,454757.7,11.72584099,454757.7,2.829199088,454757.7,0.83074943,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,1125079.4,20.07798777,1088006.9,11.4793905,1088006.9,3.501921844,1088006.9,1.186812483,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,none,482840,20.12967637,468287.2,9.173045729,468287.2,2.212890423,468287.2,0.660155306,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,primary,985670.8,24.26467443,957339.7,10.1637267,957339.7,2.891422355,957339.7,0.972304345,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,none-primary,1006010.4,24.40028726,977461,10.18300014,977461,2.903950091,977461,1.033200056,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,secondary,1118388.9,21.10750024,1081415,10.32970675,1081415,3.254034353,1081415,1.127017177,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,higher,774174,18.49223392,748987.5,11.2286804,748987.5,2.56147403,748987.5,0.760655124,stunting
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,higher_secondary,1430062.6,20.17361116,1382236.7,11.2624566,1382236.7,3.213651533,1382236.7,1.073037382,stunting
EGY,Africa,Lower Middle Income,month_0_5 , male,none,3337.7,25.17848818,3224.4,15.38941198,3224.4,11.77038209,3224.4,6.576305669,stunting
EGY,Africa,Lower Middle Income,month_0_5 , male,primary,2012.4,25.8794673,1938.5,17.18033531,1938.5,11.18643281,1938.5,6.171519216,stunting
EGY,Africa,Lower Middle Income,month_0_5 , male,none-primary,4568.5,25.70650542,4433.5,15.45550468,4433.5,10.70099696,4433.5,5.754216759,stunting
EGY,Africa,Lower Middle Income,month_0_5 , male,secondary,9007.9,21.15162802,8789.5,16.13194152,8789.5,9.922390352,8789.5,5.189613744,stunting
EGY,Africa,Lower Middle Income,month_0_5 , male,higher,3080.3,21.71047625,2978.8,17.91215926,2978.8,12.04264133,2978.8,6.522263999,stunting
EGY,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,11306.6,21.10047052,11038.9,16.34447907,11038.9,9.982350597,11038.9,5.18323746,stunting
EGY,Africa,Lower Middle Income,month_6_11 , male,none,3396.6,24.16477065,3366,14.04824718,3366,11.05041592,3366,5.814022579,stunting
EGY,Africa,Lower Middle Income,month_6_11 , male,primary,2071.3,24.19719983,2080.1,14.88815922,2080.1,10.06114129,2080.1,4.965554541,stunting
EGY,Africa,Lower Middle Income,month_6_11 , male,none-primary,4627.4,24.9556965,4575.1,14.46673515,4575.1,10.2043999,4575.1,5.218832375,stunting
EGY,Africa,Lower Middle Income,month_6_11 , male,secondary,9066.8,20.79802907,8931.1,15.61470368,8931.1,9.680345086,8931.1,4.924306077,stunting
EGY,Africa,Lower Middle Income,month_6_11 , male,higher,3139.2,20.67870795,3120.4,16.35095501,3120.4,11.25365338,3120.4,5.702435585,stunting
EGY,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,11365.5,20.81865294,11180.5,15.92861232,11180.5,9.788242923,11180.5,4.971387684,stunting
EGY,Africa,Lower Middle Income,month_12_23 , male,none,4082.2,26.19814806,4045.2,15.13469297,4045.2,10.14671215,4045.2,4.940136458,stunting
EGY,Africa,Lower Middle Income,month_12_23 , male,primary,2756.9,27.2,2759.3,16.27417099,2759.3,8.979799224,2759.3,3.893266408,stunting
EGY,Africa,Lower Middle Income,month_12_23 , male,none-primary,5313,26.41596273,5254.3,15.24907599,5254.3,9.618013817,5254.3,4.622979274,stunting
EGY,Africa,Lower Middle Income,month_12_23 , male,secondary,9752.4,21.88585271,9610.3,15.9613061,9610.3,9.396783659,9610.3,4.619346951,stunting
EGY,Africa,Lower Middle Income,month_12_23 , male,higher,3824.8,23.47380778,3799.6,17.09600484,3799.6,10.25520581,3799.6,4.792009685,stunting
EGY,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,12051.1,21.69780518,11859.7,16.1914981,11859.7,9.552284628,11859.7,4.721573058,stunting
EGY,Africa,Lower Middle Income,month_0_23 , male,none,5704.3,24.93772067,5645.6,15.55096358,5645.6,11.47193212,5645.6,6.013869208,stunting
EGY,Africa,Lower Middle Income,month_0_23 , male,primary,4379,25.18699246,4359.7,16.39493084,4359.7,11.12425626,4359.7,5.667993211,stunting
EGY,Africa,Lower Middle Income,month_0_23 , male,none-primary,6935.1,25.32828222,6854.7,15.56521511,6854.7,10.8329161,6854.7,5.581364611,stunting
EGY,Africa,Lower Middle Income,month_0_23 , male,secondary,11374.5,21.8687195,11210.7,16.05293157,11210.7,10.17120876,11210.7,5.205863149,stunting
EGY,Africa,Lower Middle Income,month_0_23 , male,higher,5446.9,22.96513246,5400,16.94993333,5400,11.60854444,5400,5.958477778,stunting
EGY,Africa,Lower Middle Income,month_0_23 , male,higher_secondary,13673.2,21.7058611,13460.1,16.24044175,13460.1,10.17880179,13460.1,5.197918292,stunting
EGY,Africa,Lower Middle Income,month_24_35 , male,none,4095.6,24.92339584,4017.8,15.19913883,4017.8,9.466170541,4017.8,4.983085271,stunting
EGY,Africa,Lower Middle Income,month_24_35 , male,primary,2770.3,25.31056564,2731.9,16.38037996,2731.9,7.967224276,2731.9,3.945931403,stunting
EGY,Africa,Lower Middle Income,month_24_35 , male,none-primary,5326.4,25.43522642,5226.9,15.29921368,5226.9,9.092125352,5226.9,4.654330483,stunting
EGY,Africa,Lower Middle Income,month_24_35 , male,secondary,9765.8,21.35716173,9582.9,15.99068967,9582.9,9.109310334,9582.9,4.636436778,stunting
EGY,Africa,Lower Middle Income,month_24_35 , male,higher,3838.2,22.12307853,3772.2,17.17889295,3772.2,9.53114363,3772.2,4.836678861,stunting
EGY,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,12064.5,21.27005678,11832.3,16.21582871,11832.3,9.319822013,11832.3,4.735650719,stunting
EGY,Africa,Lower Middle Income,month_36_47 , male,none,4109.6,24.84396535,3976.5,14.80787124,3976.5,9.182308563,3976.5,4.729385138,stunting
EGY,Africa,Lower Middle Income,month_36_47 , male,primary,2784.3,25.19138024,2690.6,15.82024827,2690.6,7.52468966,2690.6,3.555062068,stunting
EGY,Africa,Lower Middle Income,month_36_47 , male,none-primary,5340.4,25.37276047,5185.6,14.999973,5185.6,8.871470997,5185.6,4.457165998,stunting
EGY,Africa,Lower Middle Income,month_36_47 , male,secondary,9779.8,21.32888914,9541.6,15.83105349,9541.6,8.989465079,9541.6,4.529205794,stunting
EGY,Africa,Lower Middle Income,month_36_47 , male,higher,3852.2,22.04851773,3730.9,16.78378407,3730.9,9.229314643,3730.9,4.564657321,stunting
EGY,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,12078.5,21.2472658,11791,16.08743533,11791,9.223577305,11791,4.649223984,stunting
EGY,Africa,Lower Middle Income,month_48_59 , male,none,3823.4,24.24101847,3654,14.32203065,3654,8.904378763,3654,4.511877395,stunting
EGY,Africa,Lower Middle Income,month_48_59 , male,primary,2498.1,24.30835835,2368.1,15.20846248,2368.1,6.870098391,2368.1,3.059520291,stunting
EGY,Africa,Lower Middle Income,month_48_59 , male,none-primary,5054.2,24.946587,4863.1,14.64766507,4863.1,8.642028747,4863.1,4.275684234,stunting
EGY,Africa,Lower Middle Income,month_48_59 , male,secondary,9493.6,20.98009396,9219.1,15.67428274,9219.1,8.872561313,9219.1,4.435993752,stunting
EGY,Africa,Lower Middle Income,month_48_59 , male,higher,3566,21.17769209,3408.4,16.44989438,3408.4,8.935805657,3408.4,4.315890154,stunting
EGY,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,11792.3,20.96448106,11468.5,15.96862275,11468.5,9.136186075,11468.5,4.577669268,stunting
EGY,Africa,Lower Middle Income,month_0_5 , female,none,3232.5,24.32357618,3143.4,15.09011262,3143.4,11.39324935,3143.4,5.936311001,stunting
EGY,Africa,Lower Middle Income,month_0_5 , female,primary,1907.2,24.46914849,1857.5,16.7519354,1857.5,10.52275639,1857.5,5.070820996,stunting
EGY,Africa,Lower Middle Income,month_0_5 , female,none-primary,4463.3,25.09978939,4352.5,15.24057898,4352.5,10.40872832,4352.5,5.276709937,stunting
EGY,Africa,Lower Middle Income,month_0_5 , female,secondary,8902.7,20.79363227,8708.5,16.03081357,8708.5,9.769072745,8708.5,4.945704771,stunting
EGY,Africa,Lower Middle Income,month_0_5 , female,higher,2975.1,20.65896945,2897.8,17.65800952,2897.8,11.64115536,2897.8,5.826516668,stunting
EGY,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,11201.4,20.81546057,10957.9,16.26568138,10957.9,9.860948722,10957.9,4.989350149,stunting
EGY,Africa,Lower Middle Income,month_6_11 , female,none,3322.3,23.10926768,3305.3,13.65872689,3305.3,10.59418207,3305.3,5.96384897,stunting
EGY,Africa,Lower Middle Income,month_6_11 , female,primary,1997,22.44242364,2019.4,14.27584926,2019.4,9.284653858,2019.4,5.185282757,stunting
EGY,Africa,Lower Middle Income,month_6_11 , female,none-primary,4553.1,24.19842525,4514.4,14.18716773,4514.4,9.858984583,4514.4,5.320527645,stunting
EGY,Africa,Lower Middle Income,month_6_11 , female,secondary,8992.5,20.38025354,8870.4,15.48027936,8870.4,9.500967262,8870.4,4.974046266,stunting
EGY,Africa,Lower Middle Income,month_6_11 , female,higher,3064.9,19.45005057,3059.7,15.97585057,3059.7,10.76482989,3059.7,5.862074713,stunting
EGY,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,11291.2,20.48606525,11119.8,15.82309394,11119.8,9.645740031,11119.8,5.011323045,stunting
EGY,Africa,Lower Middle Income,month_12_23 , female,none,3992.3,24.23297848,3929.2,14.75701924,3929.2,10.08099359,3929.2,5.034989311,stunting
EGY,Africa,Lower Middle Income,month_12_23 , female,primary,2667,24.29205849,2643.3,15.76277381,2643.3,8.830900768,2643.3,3.988321416,stunting
EGY,Africa,Lower Middle Income,month_12_23 , female,none-primary,5223.1,24.91762555,5138.3,14.96285542,5138.3,9.555823911,5138.3,4.688352179,stunting
EGY,Africa,Lower Middle Income,month_12_23 , female,secondary,9662.5,21.03377283,9494.3,15.81510591,9494.3,9.360423623,9494.3,4.654682283,stunting
EGY,Africa,Lower Middle Income,month_12_23 , female,higher,3734.9,21.30762805,3683.6,16.75491367,3683.6,10.1885221,3683.6,4.888522098,stunting
EGY,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,11961.2,21.00806441,11743.7,16.07557499,11743.7,9.524425011,11743.7,4.751149978,stunting
EGY,Africa,Lower Middle Income,month_0_23 , female,none,5434.9,22.3159359,5387.9,14.85169547,5387.9,10.9443104,5387.9,5.775847733,stunting
EGY,Africa,Lower Middle Income,month_0_23 , female,primary,4109.6,21.73605217,4102,15.52947587,4102,10.40939298,4102,5.333627499,stunting
EGY,Africa,Lower Middle Income,month_0_23 , female,none-primary,6665.7,23.20638643,6597,14.99466576,6597,10.37703502,6597,5.37007276,stunting
EGY,Africa,Lower Middle Income,month_0_23 , female,secondary,11105.1,20.51115163,10953,15.72076417,10953,9.881062723,10953,5.069767187,stunting
EGY,Africa,Lower Middle Income,month_0_23 , female,higher,5177.5,20.11036601,5142.3,16.2873753,5142.3,11.06256928,5142.3,5.706312351,stunting
EGY,Africa,Lower Middle Income,month_0_23 , female,higher_secondary,13403.8,20.57783763,13202.4,15.96852845,13202.4,9.938238502,13202.4,5.084855026,stunting
EGY,Africa,Lower Middle Income,month_24_35 , female,none,3969.3,24.14026655,3891,15.06869699,3891,10.12061167,3891,5.148856335,stunting
EGY,Africa,Lower Middle Income,month_24_35 , female,primary,2644,24.1533888,2605.1,16.24304633,2605.1,8.871743887,2605.1,4.143046332,stunting
EGY,Africa,Lower Middle Income,month_24_35 , female,none-primary,5200.1,24.84988558,5100.1,15.20218427,5100.1,9.582116037,5100.1,4.772627988,stunting
EGY,Africa,Lower Middle Income,month_24_35 , female,secondary,9639.5,20.98796307,9456.1,15.94762957,9456.1,9.373814786,9456.1,4.7,stunting
EGY,Africa,Lower Middle Income,month_24_35 , female,higher,3711.9,21.19036073,3645.4,17.10852581,3645.4,10.23193614,3645.4,5.008525813,stunting
EGY,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,11938.2,20.97102578,11705.5,16.18348212,11705.5,9.535778053,11705.5,4.788073982,stunting
EGY,Africa,Lower Middle Income,month_36_47 , female,none,3952.8,24.57530105,3846.7,13.67832948,3846.7,9.526937375,3846.7,4.732355006,stunting
EGY,Africa,Lower Middle Income,month_36_47 , female,primary,2627.5,24.8079353,2560.8,14.17482427,2560.8,7.958352858,2560.8,3.5,stunting
EGY,Africa,Lower Middle Income,month_36_47 , female,none-primary,5183.6,25.18388379,5055.8,14.14549428,5055.8,9.125701175,5055.8,4.452436805,stunting
EGY,Africa,Lower Middle Income,month_36_47 , female,secondary,9623,21.16125533,9411.8,15.383509,9411.8,9.127658896,9411.8,4.527658896,stunting
EGY,Africa,Lower Middle Income,month_36_47 , female,higher,3695.4,21.64252584,3601.1,15.64842687,3601.1,9.599141929,3601.1,4.5618922,stunting
EGY,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,11921.7,21.110881,11661.2,15.72907419,11661.2,9.33771996,11661.2,4.649311392,stunting
EGY,Africa,Lower Middle Income,month_48_59 , female,none,3749.4,24.16781085,3623,14.03773116,3623,8.930085564,3623,4.528236268,stunting
EGY,Africa,Lower Middle Income,month_48_59 , female,primary,2424.1,24.19718246,2337.1,14.77949596,2337.1,6.882966069,2337.1,3.065615506,stunting
EGY,Africa,Lower Middle Income,month_48_59 , female,none-primary,4980.2,24.90195574,4832.1,14.43659279,4832.1,8.659620041,4832.1,4.286434469,stunting
EGY,Africa,Lower Middle Income,month_48_59 , female,secondary,9419.6,20.92533653,9188.1,15.56674176,9188.1,8.882590525,9188.1,4.442188265,stunting
EGY,Africa,Lower Middle Income,month_48_59 , female,higher,3492,21.03417239,3377.4,16.16445195,3377.4,8.963670279,3377.4,4.331639723,stunting
EGY,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,11718.3,20.92036644,11437.5,15.88302951,11437.5,9.144957377,11437.5,4.583029508,stunting
EGY,Africa,Lower Middle Income,month_24_59 , female,none,6559.3,23.2808257,6370.7,14.40418164,6370.7,8.961600766,6370.7,4.36578241,stunting
EGY,Africa,Lower Middle Income,month_24_59 , female,primary,5234,23.06983569,5084.8,14.83778713,5084.8,8.028663861,5084.8,3.652442574,stunting
EGY,Africa,Lower Middle Income,month_24_59 , female,none-primary,7790.1,23.89030308,7579.8,14.6,7579.8,8.784152616,7579.8,4.237548484,stunting
EGY,Africa,Lower Middle Income,month_24_59 , female,secondary,12229.5,21.19460567,11935.8,15.41034535,11935.8,8.910345348,11935.8,4.37528779,stunting
EGY,Africa,Lower Middle Income,month_24_59 , female,higher,6301.9,21.50818959,6125.1,15.59155606,6125.1,8.981383161,6125.1,4.250864476,stunting
EGY,Africa,Lower Middle Income,month_24_59 , female,higher_secondary,14528.2,21.14799218,14185.2,15.69016792,14185.2,9.11749006,14185.2,4.499456476,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,none,855.1,20.12032511,854.9,5.390981401,854.9,4.939033805,854.9,1.482395602,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,primary,2787.3,17.58796685,2779.2,5.889640904,2779.2,3.445185665,2779.2,0.820146085,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,none-primary,3287,18.66207484,3278.2,5.697709109,3278.2,3.227390031,3278.2,0.771414191,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,secondary,2157.6,12.64824805,2149.7,6.249667395,2149.7,3.025129088,2149.7,0.747006559,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,higher,2840.6,8.50064071,2827.9,7.286732204,2827.9,2.906142367,2827.9,0.727218077,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,higher_secondary,4642.8,10.07557508,4621.7,6.869197481,4621.7,2.462145964,4621.7,0.507917,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,none,872.4,19.00447043,871.7,5.668888379,871.7,2.327555352,871.7,0.31448893,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,primary,2804.6,17.25648934,2796,5.973286838,2796,2.63998927,2796,0.46001073,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,none-primary,3304.3,18.37510214,3295,5.769666161,3295,2.54524431,3295,0.466066768,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,secondary,2174.9,12.26009012,2166.5,6.354825756,2166.5,1.989231479,2166.5,0.282797138,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,higher,2857.9,8.230354456,2844.7,7.360695328,2844.7,2.117914016,2844.7,0.373796885,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,higher_secondary,4660.1,9.903969872,4638.5,6.91606985,4638.5,1.980349251,4638.5,0.291965075,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,none,1233.5,21.68758006,1230.6,5.075605396,1230.6,2.375605396,1230.6,0.340549326,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,primary,3165.7,18.5013362,3154.9,5.707242702,3154.9,2.623189325,3154.9,0.453621351,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,none-primary,3665.4,19.34003929,3653.9,5.559955116,3653.9,2.540044884,3653.9,0.459955116,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,secondary,2536,14.52547319,2525.4,5.968242655,2525.4,2.060727014,2525.4,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,higher,3219,10.46712022,3203.6,6.943263828,3203.6,2.15985766,3203.6,0.377163191,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,higher_secondary,5021.2,11.21756154,4997.4,6.680405811,4997.4,2.017116901,4997.4,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , male,none,1961.6,18.19266925,1959.2,5.717956309,1959.2,3.688730094,1959.2,0.772652103,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , male,primary,3893.8,17.33648107,3883.5,5.912800309,3883.5,3.239201751,3883.5,0.650400412,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , male,none-primary,4393.5,18.16867873,4382.5,5.76659441,4382.5,3.099739875,4382.5,0.633275528,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , male,secondary,3264.1,14.02276585,3254,6.155125999,3254,2.921850031,3254,0.569244007,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , male,higher,3947.1,10.8000228,3932.2,6.917252429,3932.2,2.854091857,3932.2,0.585672143,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , male,higher_secondary,5749.3,11.35107404,5726,6.69599022,5726,2.51202934,5726,0.453007335,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,none,1223.9,18.6869924,1217.8,6.1936607,1217.8,1.604877648,1217.8,0.281951059,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,primary,3156.1,17.32805044,3142.1,6.143146303,3142.1,2.325482957,3142.1,0.431370739,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,none-primary,3655.8,18.32932874,3641.1,5.935601879,3641.1,2.282845843,3641.1,0.440776139,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,secondary,2526.4,13.0446406,2512.6,6.514685983,2512.6,1.685568734,2512.6,0.271392183,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,higher,3209.4,9.289287717,3190.8,7.377472734,3190.8,1.864836405,3190.8,0.354945468,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,higher_secondary,5011.6,10.46472185,4984.6,6.95768166,4984.6,1.827897926,4984.6,0.285579585,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,none,1245.3,20.05027704,1240.2,4.241412675,1240.2,1.481648121,1240.2,0.340235446,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,primary,3177.5,17.87149017,3164.5,5.378397851,3164.5,2.272087218,3164.5,0.453155317,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,none-primary,3677.2,18.79309257,3663.5,5.276287703,3663.5,2.236983759,3663.5,0.459535963,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,secondary,2547.8,13.75837193,2535,5.556749507,2535,1.624568047,2535,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,higher,3230.8,9.87700879,3213.2,6.615710195,3213.2,1.815461222,3213.2,0.376932653,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,higher_secondary,5033,10.83699583,5007,6.470705013,5007,1.796377072,5007,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,none,1210.7,18.14646898,1204.5,6.357160648,1204.5,1.665711914,1204.5,0.4,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,primary,3142.9,17.1141239,3128.8,6.205874457,3128.8,2.35196561,3128.8,0.477451419,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,none-primary,3642.6,18.14837753,3627.8,5.988940956,3627.8,2.305529522,3627.8,0.480552952,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,secondary,2513.2,12.75461563,2499.3,6.595190653,2499.3,1.715316289,2499.3,0.328227904,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,higher,3196.2,9.045729304,3177.5,7.44440598,3177.5,1.888985051,3177.5,0.4,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,higher_secondary,4998.4,10.31208387,4971.3,6.999340213,4971.3,1.843234164,4971.3,0.314191459,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,none,864.8,17.46965772,865,4.93849711,865,2.069248555,865,0.357687861,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,primary,2797,16.77719342,2789.3,5.747513713,2789.3,2.560635285,2789.3,0.473756857,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,none-primary,3296.7,17.97103467,3288.3,5.577739257,3288.3,2.477739257,3288.3,0.477739257,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,secondary,2167.3,11.62401606,2159.8,6.064431892,2159.8,1.884730068,2159.8,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,higher,2850.3,7.73595411,2838,7.142071882,2838,2.038689218,2838,0.387103594,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,higher_secondary,4652.5,9.603815153,4631.8,6.781471566,4631.8,1.931607582,4631.8,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,none,869.4,16.77799632,869.3,6.005717244,869.3,1.729610031,869.3,0.442597492,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,primary,2801.6,16.56369218,2793.6,6.078361254,2793.6,2.454191724,2793.6,0.5,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,none-primary,3301.3,17.78818647,3292.6,5.858667922,3292.6,2.387535686,3292.6,0.5,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,secondary,2171.9,11.35952852,2164.1,6.490887667,2164.1,1.748666882,2164.1,0.334222078,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,higher,2854.9,7.54100669,2842.3,7.465140907,2842.3,1.934859093,2842.3,0.413028181,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,higher_secondary,4657.1,9.482463336,4636.1,6.979873169,4636.1,1.868050732,4636.1,0.315974634,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,none,1210.9,16.67735569,1206.2,4.775891229,1206.2,1.665478362,1206.2,0.34136959,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,primary,3143.1,16.548204,3130.5,5.596684236,3130.5,2.351502955,3130.5,0.454818719,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,none-primary,3642.8,17.66003075,3629.5,5.463606557,3629.5,2.305152225,3629.5,0.461030445,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,secondary,2513.4,12.04725869,2501,5.832403039,2501,1.715169932,2501,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,higher,3196.4,8.48975097,3179.2,6.843885254,3179.2,1.888777051,3179.2,0.37775541,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,higher_secondary,4998.6,9.956507822,4973,6.615584154,4973,1.843116831,4973,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , female,none,1945.7,12.86052834,1942.6,5.49175332,1942.6,1.751374447,1942.6,0.325687223,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , female,primary,3877.9,14.65761881,3866.9,5.8,3866.9,2.26400993,3866.9,0.42533554,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , female,none-primary,4377.6,15.79862939,4365.9,5.666130695,4365.9,2.235477221,4365.9,0.433869305,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , female,secondary,3248.2,10.8083554,3237.4,6.021634645,3237.4,1.755408661,3237.4,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , female,higher,3931.2,8.131043956,3915.6,6.810113393,3915.6,1.889396261,3915.6,0.363132087,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_23 , female,higher_secondary,5733.4,9.522572993,5709.4,6.621869198,5709.4,1.849430763,5709.4,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,none,1190.5,20.02581268,1183.9,5.062809359,1183.9,1.72644649,1183.9,0.34214883,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,primary,3122.7,17.82392801,3108.2,5.711858954,3108.2,2.379647384,3108.2,0.455929477,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,none-primary,3622.4,18.76603357,3607.2,5.562025948,3607.2,2.329116766,3607.2,0.462025948,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,secondary,2493,13.60838347,2478.7,5.978948642,2478.7,1.744737161,2478.7,0.3,stunting
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,higher,3176,9.692304786,3156.9,6.966093319,3156.9,1.913218664,3156.9,0.378304666,stunting
