ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,wasting_estimate
COD,Africa,Low Income,month_12_23 , male,primary,7.564542450459315
COD,Africa,Low Income,month_12_23 , male,none-primary,7.455266251806589
COD,Africa,Low Income,month_12_23 , male,secondary,6.199407415222572
COD,Africa,Low Income,month_12_23 , male,higher_secondary,6.16558818649411
COD,Africa,Low Income,month_24_35 , male,primary,6.932978711949089
COD,Africa,Low Income,month_24_35 , male,none-primary,7.0134071738688775
COD,Africa,Low Income,month_24_35 , male,secondary,5.673086411020433
COD,Africa,Low Income,month_24_35 , male,higher_secondary,5.668940783986656
COD,Africa,Low Income,month_36_47 , male,primary,6.8323999103913975
COD,Africa,Low Income,month_36_47 , male,none-primary,6.942401566856793
COD,Africa,Low Income,month_36_47 , male,secondary,5.6000000000000005
COD,Africa,Low Income,month_36_47 , male,higher_secondary,5.599999999999999
COD,Africa,Low Income,month_48_59 , male,primary,6.889155380288975
COD,Africa,Low Income,month_48_59 , male,none-primary,6.982824579760767
COD,Africa,Low Income,month_48_59 , male,secondary,5.636459337762405
COD,Africa,Low Income,month_48_59 , male,higher_secondary,5.634390280536039
COD,Africa,Low Income,month_0_5 , female,primary,7.105549565092373
COD,Africa,Low Income,month_0_5 , female,none-primary,7.136164734080456
COD,Africa,Low Income,month_0_5 , female,secondary,5.697745332510414
COD,Africa,Low Income,month_0_5 , female,higher_secondary,5.691729187217752
COD,Africa,Low Income,month_6_11 , female,primary,7.213734767025089
COD,Africa,Low Income,month_6_11 , female,none-primary,7.209291198577548
COD,Africa,Low Income,month_6_11 , female,secondary,5.788041951313383
COD,Africa,Low Income,month_6_11 , female,higher_secondary,5.776492581120011
COD,Africa,Low Income,month_12_23 , female,primary,7.290121562610645
COD,Africa,Low Income,month_12_23 , female,none-primary,7.263044440941809
COD,Africa,Low Income,month_12_23 , female,secondary,5.970244990434883
COD,Africa,Low Income,month_12_23 , female,higher_secondary,5.949302194054926
COD,Africa,Low Income,month_24_35 , female,primary,6.698219854469855
COD,Africa,Low Income,month_24_35 , female,none-primary,6.849949388889729
COD,Africa,Low Income,month_24_35 , female,secondary,5.474725977509727
COD,Africa,Low Income,month_24_35 , female,higher_secondary,5.481862576748783
COD,Africa,Low Income,month_36_47 , female,primary,6.55222169587873
COD,Africa,Low Income,month_36_47 , female,none-primary,6.744264395482317
COD,Africa,Low Income,month_36_47 , female,secondary,5.3824248210023855
COD,Africa,Low Income,month_36_47 , female,higher_secondary,5.394551161227935
COD,Africa,Low Income,month_48_59 , female,primary,6.672834169116375
COD,Africa,Low Income,month_48_59 , female,none-primary,6.832028244240258
COD,Africa,Low Income,month_48_59 , female,secondary,5.455804466201955
COD,Africa,Low Income,month_48_59 , female,higher_secondary,5.464006891994747
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,3.81358024691358
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,3.752182430843977
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,2.74841504503885
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,2.580462148646318
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,2.690236348818256
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,2.6967415471900638
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,1.838934232715008
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,2.0081949058693245
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,2.492217031979877
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,2.5084150326797383
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,1.7566605950212506
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,1.9431755761652667
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,3.124811484918794
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,3.1075729488499837
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,2.2848473726065945
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,2.289464
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,2.329321872015281
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,2.352900006480461
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,1.649694997966653
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,1.8666357380344851
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,2.454631272624033
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,2.4725945364015613
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,1.7325342465753426
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,1.926018895521208
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,2.774926029250148
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,2.776464053324869
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,1.882480533926585
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,2.0386248209402265
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,2.579703534777651
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,2.5927515132940004
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,1.7478999528079282
DOM,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,1.950642936217321
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,2.586258676866412
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,2.5973541065072863
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,1.845246806213639
DOM,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,2.0
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,2.0920273835841114
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,2.129014598540146
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,1.422940041018217
DOM,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,1.7231064959771711
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,3.090261595955156
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,3.0747018030513176
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,2.248228613751389
DOM,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,2.2656205994769665
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,primary,2.618856569709127
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,2.6283619577761184
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,1.8656210258584145
DOM,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,2.0143526980847173
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,4.339421277077288
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,4.311262342068866
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,4.641327338213321
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,4.170344629736528
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,3.9856652917181647
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,3.969545588533424
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,4.346650922347944
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,3.966334458881361
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,3.640701824703336
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,3.636570491305692
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,4.019763668385641
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,3.7572379456864295
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,3.3845961352300877
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,3.388000536593554
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,3.8056251983850578
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,3.601597184613752
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,3.5722154347611155
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,3.570111735483204
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,3.959373207599689
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,3.714735366974768
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,3.2724456452994626
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,3.278971725574748
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,3.700547338491945
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,3.5286892303364943
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,4.009286827500124
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,3.992250615779925
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,4.3685303761646885
ECU,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,3.9798914387741178
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,3.906695538548586
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,3.893195884996198
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,4.281502394542339
ECU,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,3.920554149957258
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,3.1214012205619985
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,3.132683985697448
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,3.5880722473740723
ECU,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,3.4433399826789226
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,3.326484828696002
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,3.3316933186458035
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,3.763221560555112
ECU,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,3.568826463598702
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,3.037407924789966
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,3.051045932533432
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,3.5129861212656794
ECU,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,3.3900027748226376
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,primary,3.2214289818324238
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,3.229632955872038
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,3.667560823043929
ECU,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,3.5019218444294795
EGY,Africa,Lower Middle Income,month_0_5 , male,primary,11.18643280887284
EGY,Africa,Lower Middle Income,month_0_5 , male,none-primary,10.70099695500169
EGY,Africa,Lower Middle Income,month_0_5 , male,secondary,9.922390352124696
EGY,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,9.982350596526828
EGY,Africa,Lower Middle Income,month_6_11 , male,primary,10.061141291284072
EGY,Africa,Lower Middle Income,month_6_11 , male,none-primary,10.204399903827236
EGY,Africa,Lower Middle Income,month_6_11 , male,secondary,9.680345086271569
EGY,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,9.788242922946202
EGY,Africa,Lower Middle Income,month_12_23 , male,primary,8.979799224440981
EGY,Africa,Lower Middle Income,month_12_23 , male,none-primary,9.61801381725444
EGY,Africa,Lower Middle Income,month_12_23 , male,secondary,9.396783659198984
EGY,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,9.552284627773046
EGY,Africa,Lower Middle Income,month_24_35 , male,primary,7.967224276144807
EGY,Africa,Lower Middle Income,month_24_35 , male,none-primary,9.092125351546803
EGY,Africa,Lower Middle Income,month_24_35 , male,secondary,9.109310334032497
EGY,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,9.319822012626457
EGY,Africa,Lower Middle Income,month_36_47 , male,primary,7.524689660298819
EGY,Africa,Lower Middle Income,month_36_47 , male,none-primary,8.871470996605984
EGY,Africa,Lower Middle Income,month_36_47 , male,secondary,8.989465079231994
EGY,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,9.22357730472394
EGY,Africa,Lower Middle Income,month_48_59 , male,primary,6.87009839111524
EGY,Africa,Lower Middle Income,month_48_59 , male,none-primary,8.642028747095473
EGY,Africa,Lower Middle Income,month_48_59 , male,secondary,8.872561312926425
EGY,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,9.136186074900817
EGY,Africa,Lower Middle Income,month_0_5 , female,primary,10.522756393001345
EGY,Africa,Lower Middle Income,month_0_5 , female,none-primary,10.40872831705916
EGY,Africa,Lower Middle Income,month_0_5 , female,secondary,9.769072745019232
EGY,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,9.860948721926649
EGY,Africa,Lower Middle Income,month_6_11 , female,primary,9.28465385758146
EGY,Africa,Lower Middle Income,month_6_11 , female,none-primary,9.858984582668793
EGY,Africa,Lower Middle Income,month_6_11 , female,secondary,9.500967261904762
EGY,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,9.645740031295528
EGY,Africa,Lower Middle Income,month_12_23 , female,primary,8.83090076797942
EGY,Africa,Lower Middle Income,month_12_23 , female,none-primary,9.55582391063192
EGY,Africa,Lower Middle Income,month_12_23 , female,secondary,9.36042362259461
EGY,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,9.524425010856884
EGY,Africa,Lower Middle Income,month_24_35 , female,primary,8.871743886990902
EGY,Africa,Lower Middle Income,month_24_35 , female,none-primary,9.582116036940452
EGY,Africa,Lower Middle Income,month_24_35 , female,secondary,9.37381478622265
EGY,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,9.535778053051985
EGY,Africa,Lower Middle Income,month_36_47 , female,primary,7.958352858481724
EGY,Africa,Lower Middle Income,month_36_47 , female,none-primary,9.125701174888247
EGY,Africa,Lower Middle Income,month_36_47 , female,secondary,9.127658896279138
EGY,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,9.337719960209927
EGY,Africa,Lower Middle Income,month_48_59 , female,primary,6.882966069059947
EGY,Africa,Lower Middle Income,month_48_59 , female,none-primary,8.659620040975971
EGY,Africa,Lower Middle Income,month_48_59 , female,secondary,8.882590524700428
EGY,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,9.14495737704918
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,primary,3.445185664939551
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,none-primary,3.2273900311146355
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,secondary,3.0251290877796904
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , male,higher_secondary,2.462145963606465
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,primary,2.639989270386266
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,none-primary,2.5452443095599397
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,secondary,1.989231479344565
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , male,higher_secondary,1.980349250835399
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,primary,2.6231893245427758
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,none-primary,2.5400448835490845
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,secondary,2.060727013542409
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , male,higher_secondary,2.0171169007884098
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,primary,2.325482957257885
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,none-primary,2.2828458432891154
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,secondary,1.685568733582743
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , male,higher_secondary,1.8278979256108812
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,primary,2.2720872175699163
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,none-primary,2.236983758700696
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,secondary,1.6245680473372783
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , male,higher_secondary,1.796377072099061
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,primary,2.351965609818461
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,none-primary,2.3055295220243672
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,secondary,1.7153162885607969
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , male,higher_secondary,1.8432341641019447
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,primary,2.56063528483849
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,none-primary,2.4777392573670283
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,secondary,1.884730067598852
SLV,Latin America and the Caribbean,Lower Middle Income,month_0_5 , female,higher_secondary,1.9316075823653869
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,primary,2.4541917239404354
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,none-primary,2.3875356860839454
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,secondary,1.7486668823067326
SLV,Latin America and the Caribbean,Lower Middle Income,month_6_11 , female,higher_secondary,1.868050732296542
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,primary,2.351502954799553
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,none-primary,2.305152224824356
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,secondary,1.7151699320271891
SLV,Latin America and the Caribbean,Lower Middle Income,month_12_23 , female,higher_secondary,1.843116830886789
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,primary,2.3796473843382024
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,none-primary,2.329116766467066
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,secondary,1.7447371606083837
SLV,Latin America and the Caribbean,Lower Middle Income,month_24_35 , female,higher_secondary,1.858496778233381
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , female,primary,2.282348061891849
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , female,none-primary,2.245545617173524
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , female,secondary,1.6296526946107786
SLV,Latin America and the Caribbean,Lower Middle Income,month_36_47 , female,higher_secondary,1.7999718706047818
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , female,primary,2.531025168425067
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , female,none-primary,2.460310494267376
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , female,secondary,1.9437055575418107
SLV,Latin America and the Caribbean,Lower Middle Income,month_48_59 , female,higher_secondary,1.958004128835708
SWZ,Africa,Lower Middle Income,month_0_5 , male,primary,2.6551845530189886
SWZ,Africa,Lower Middle Income,month_0_5 , male,none-primary,2.336694582122714
SWZ,Africa,Lower Middle Income,month_0_5 , male,secondary,2.654073287307488
SWZ,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,2.077940050644838
SWZ,Africa,Lower Middle Income,month_6_11 , male,primary,2.7016146053187
SWZ,Africa,Lower Middle Income,month_6_11 , male,none-primary,2.3767197560149107
SWZ,Africa,Lower Middle Income,month_6_11 , male,secondary,2.700315225386151
SWZ,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,2.107141602762981
SWZ,Africa,Lower Middle Income,month_12_23 , male,primary,2.67032252068036
SWZ,Africa,Lower Middle Income,month_12_23 , male,none-primary,2.382845571941622
SWZ,Africa,Lower Middle Income,month_12_23 , male,secondary,2.6692962962962965
SWZ,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,2.130338669280192
SWZ,Africa,Lower Middle Income,month_24_35 , male,primary,2.319878973988439
SWZ,Africa,Lower Middle Income,month_24_35 , male,none-primary,2.1
SWZ,Africa,Lower Middle Income,month_24_35 , male,secondary,2.320174570323045
SWZ,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,1.931661223834252
SWZ,Africa,Lower Middle Income,month_36_47 , male,primary,2.1587657784011216
SWZ,Africa,Lower Middle Income,month_36_47 , male,none-primary,1.9613222759732785
SWZ,Africa,Lower Middle Income,month_36_47 , male,secondary,2.1596870342771983
SWZ,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,1.8295158999016496
SWZ,Africa,Lower Middle Income,month_48_59 , male,primary,1.8373584905660376
SWZ,Africa,Lower Middle Income,month_48_59 , male,none-primary,1.6963412747524755
SWZ,Africa,Lower Middle Income,month_48_59 , male,secondary,1.839526360304483
SWZ,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,1.640676662821991
SWZ,Africa,Lower Middle Income,month_0_5 , female,primary,2.616242003686436
SWZ,Africa,Lower Middle Income,month_0_5 , female,none-primary,2.3014371050125533
SWZ,Africa,Lower Middle Income,month_0_5 , female,secondary,2.6152849740932647
SWZ,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,2.051420083184789
SWZ,Africa,Lower Middle Income,month_6_11 , female,primary,2.5924107142857147
SWZ,Africa,Lower Middle Income,month_6_11 , female,none-primary,2.287295501022496
SWZ,Africa,Lower Middle Income,month_6_11 , female,secondary,2.591575828129961
SWZ,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,2.0443843667352337
SWZ,Africa,Lower Middle Income,month_12_23 , female,primary,2.278498134328358
SWZ,Africa,Lower Middle Income,month_12_23 , female,none-primary,2.060070508890252
SWZ,Africa,Lower Middle Income,month_12_23 , female,secondary,2.278961063098225
SWZ,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,1.9
SWZ,Africa,Lower Middle Income,month_24_35 , female,primary,2.26832788671024
SWZ,Africa,Lower Middle Income,month_24_35 , female,none-primary,2.056519784172662
SWZ,Africa,Lower Middle Income,month_24_35 , female,secondary,2.268816134575382
SWZ,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,1.9
SWZ,Africa,Lower Middle Income,month_36_47 , female,primary,1.946388367729831
SWZ,Africa,Lower Middle Income,month_36_47 , female,none-primary,1.7864798275331075
SWZ,Africa,Lower Middle Income,month_36_47 , female,secondary,1.948126343332399
SWZ,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,1.7049488148026497
SWZ,Africa,Lower Middle Income,month_48_59 , female,primary,1.8378786448995
SWZ,Africa,Lower Middle Income,month_48_59 , female,none-primary,1.69673500967118
SWZ,Africa,Lower Middle Income,month_48_59 , female,secondary,1.8400451212633957
SWZ,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,1.640947044605581
GAB,Africa,Upper Middle Income,month_0_5 , male,primary,3.824275136051387
GAB,Africa,Upper Middle Income,month_0_5 , male,none-primary,3.668632668144863
GAB,Africa,Upper Middle Income,month_0_5 , male,secondary,3.590311829429759
GAB,Africa,Upper Middle Income,month_0_5 , male,higher_secondary,3.68241339300514
GAB,Africa,Upper Middle Income,month_6_11 , male,primary,4.885316499481148
GAB,Africa,Upper Middle Income,month_6_11 , male,none-primary,4.556290961469212
GAB,Africa,Upper Middle Income,month_6_11 , male,secondary,4.145300566088598
GAB,Africa,Upper Middle Income,month_6_11 , male,higher_secondary,4.185547433331973
GAB,Africa,Upper Middle Income,month_12_23 , male,primary,3.402826442419995
GAB,Africa,Upper Middle Income,month_12_23 , male,none-primary,3.328462147190715
GAB,Africa,Upper Middle Income,month_12_23 , male,secondary,3.376590049708969
GAB,Africa,Upper Middle Income,month_12_23 , male,higher_secondary,3.4813397500582166
GAB,Africa,Upper Middle Income,month_24_35 , male,primary,3.718305969004143
GAB,Africa,Upper Middle Income,month_24_35 , male,none-primary,3.597180071637903
GAB,Africa,Upper Middle Income,month_24_35 , male,secondary,3.5500969318948083
GAB,Africa,Upper Middle Income,month_24_35 , male,higher_secondary,3.639176330084371
GAB,Africa,Upper Middle Income,month_36_47 , male,primary,3.710866616428033
GAB,Africa,Upper Middle Income,month_36_47 , male,none-primary,3.5926816753255086
GAB,Africa,Upper Middle Income,month_36_47 , male,secondary,3.547633950926389
GAB,Africa,Upper Middle Income,month_36_47 , male,higher_secondary,3.6361203374947504
GAB,Africa,Upper Middle Income,month_48_59 , male,primary,3.7352358904765706
GAB,Africa,Upper Middle Income,month_48_59 , male,none-primary,3.607327586206897
GAB,Africa,Upper Middle Income,month_48_59 , male,secondary,3.5555574695318897
GAB,Africa,Upper Middle Income,month_48_59 , male,higher_secondary,3.645933202357565
GAB,Africa,Upper Middle Income,month_0_5 , female,primary,4.353831365009613
GAB,Africa,Upper Middle Income,month_0_5 , female,none-primary,4.102023557837512
GAB,Africa,Upper Middle Income,month_0_5 , female,secondary,3.854799463385299
GAB,Africa,Upper Middle Income,month_0_5 , female,higher_secondary,3.9232827308563287
GAB,Africa,Upper Middle Income,month_6_11 , female,primary,3.988187355237197
GAB,Africa,Upper Middle Income,month_6_11 , female,none-primary,3.810316211189011
GAB,Africa,Upper Middle Income,month_6_11 , female,secondary,3.680488568744128
GAB,Africa,Upper Middle Income,month_6_11 , female,higher_secondary,3.7627339300244103
GAB,Africa,Upper Middle Income,month_12_23 , female,primary,3.3474830250526804
GAB,Africa,Upper Middle Income,month_12_23 , female,none-primary,3.2814589665653493
GAB,Africa,Upper Middle Income,month_12_23 , female,secondary,3.346390436891139
GAB,Africa,Upper Middle Income,month_12_23 , female,higher_secondary,3.4538778364936285
GAB,Africa,Upper Middle Income,month_24_35 , female,primary,3.605074487895717
GAB,Africa,Upper Middle Income,month_24_35 , female,none-primary,3.5000657505424417
GAB,Africa,Upper Middle Income,month_24_35 , female,secondary,3.4871724196421003
GAB,Africa,Upper Middle Income,month_24_35 , female,higher_secondary,3.5821897640540863
GAB,Africa,Upper Middle Income,month_36_47 , female,primary,3.4381869422263973
GAB,Africa,Upper Middle Income,month_36_47 , female,none-primary,3.358045710500166
GAB,Africa,Upper Middle Income,month_36_47 , female,secondary,3.3957601840804505
GAB,Africa,Upper Middle Income,month_36_47 , female,higher_secondary,3.499128302914737
GAB,Africa,Upper Middle Income,month_48_59 , female,primary,3.659061971149972
GAB,Africa,Upper Middle Income,month_48_59 , female,none-primary,3.5421317040054308
GAB,Africa,Upper Middle Income,month_48_59 , female,secondary,3.513725490196079
GAB,Africa,Upper Middle Income,month_48_59 , female,higher_secondary,3.608203063319123
GHA,Africa,Lower Middle Income,month_0_5 , male,primary,8.388385426299243
GHA,Africa,Lower Middle Income,month_0_5 , male,none-primary,8.11748319134491
GHA,Africa,Lower Middle Income,month_0_5 , male,secondary,6.655311684609819
GHA,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,6.339457608107837
