ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,stunt_r,over_r,Wasting_r,severe_r,Status
COM,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,22.86480829,11.13185666,11.04935693,4.865428163,stunting
COM,Africa,Lower Middle Income,month_6_11 , female,none,32.46595298,8.937090092,13.75636542,5.561091216,stunting
COM,Africa,Lower Middle Income,month_6_11 , female,primary,31.37345831,12.2834508,10.00858784,3.992038632,stunting
COM,Africa,Lower Middle Income,month_6_11 , female,none-primary,32.6521702,10.28731726,12.06865008,4.892162519,stunting
COM,Africa,Lower Middle Income,month_6_11 , female,secondary,25.98372836,9.830448327,11.51586076,4.733875119,stunting
COM,Africa,Lower Middle Income,month_6_11 , female,higher,19.76748229,8.351612903,14.29193548,4.183870968,stunting
COM,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,24.22178649,9.682641426,11.61129193,4.33709731,stunting
COM,Africa,Lower Middle Income,month_12_23 , female,none,33.09344777,8.643029645,13.08926016,5.225817787,stunting
COM,Africa,Lower Middle Income,month_12_23 , female,primary,32.65542795,11.25574782,9.440592968,3.657665601,stunting
COM,Africa,Lower Middle Income,month_12_23 , female,none-primary,33.09206314,9.989667947,11.7,4.695316502,stunting
COM,Africa,Lower Middle Income,month_12_23 , female,secondary,28.19252637,9.163725267,10.68800318,4.269865818,stunting
COM,Africa,Lower Middle Income,month_12_23 , female,higher,26.11034558,7.51443139,11.80973177,3.451341166,stunting
COM,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,26.33179391,9.141219839,10.90133091,4,stunting
COM,Africa,Lower Middle Income,month_0_23 , female,none,30.95091408,9.19385979,13.4,5.625146387,stunting
COM,Africa,Lower Middle Income,month_0_23 , female,primary,29.39681726,11.46447325,10.81940844,4.661316052,stunting
COM,Africa,Lower Middle Income,month_0_23 , female,none-primary,31.4767104,10.24195835,12.09879164,5.058041648,stunting
COM,Africa,Lower Middle Income,month_0_23 , female,secondary,26.00364842,9.904635536,11.78516628,5.143046696,stunting
COM,Africa,Lower Middle Income,month_0_23 , female,higher,23.49320794,9.333770404,13.09092855,5.149397913,stunting
COM,Africa,Lower Middle Income,month_0_23 , female,higher_secondary,24.82317553,9.795920042,11.81631983,4.825359887,stunting
COM,Africa,Lower Middle Income,month_24_35 , female,none,33.3243184,9.290443038,12.18116456,4.928670886,stunting
COM,Africa,Lower Middle Income,month_24_35 , female,primary,33.06695366,12.32314283,7.943151502,3.173679644,stunting
COM,Africa,Lower Middle Income,month_24_35 , female,none-primary,33.25896793,10.44532073,11.05751863,4.485594221,stunting
COM,Africa,Lower Middle Income,month_24_35 , female,secondary,28.70064249,10.29904943,9.123193916,3.760646388,stunting
COM,Africa,Lower Middle Income,month_24_35 , female,higher,27.16426031,9.745846748,8.770766259,2.5,stunting
COM,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,26.79224178,10.1,9.577303625,3.573876511,stunting
COM,Africa,Lower Middle Income,month_36_47 , female,none,33.27253975,9.451255417,12.45715651,5.444538618,stunting
COM,Africa,Lower Middle Income,month_36_47 , female,primary,32.97194819,12.63599254,8.368166356,4.041171952,stunting
COM,Africa,Lower Middle Income,month_36_47 , female,none-primary,33.2212148,10.56622078,11.24969869,4.852976625,stunting
COM,Africa,Lower Middle Income,month_36_47 , female,secondary,28.53420354,10.59703419,9.576058411,4.662712248,stunting
COM,Africa,Lower Middle Income,month_36_47 , female,higher,26.79232097,10.31114041,9.641463415,4.221094265,stunting
COM,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,26.62627451,10.34903663,9.963573064,4.332048836,stunting
COM,Africa,Lower Middle Income,month_48_59 , female,none,32.65150118,9.198260983,13.33449268,5.303478033,stunting
COM,Africa,Lower Middle Income,month_48_59 , female,primary,31.86001107,12.33673282,9.721899736,3.729895606,stunting
COM,Africa,Lower Middle Income,month_48_59 , female,none-primary,32.77464322,10.40682537,11.85140878,4.741765855,stunting
COM,Africa,Lower Middle Income,month_48_59 , female,secondary,27.2754117,10.19219009,11.03123963,4.37031287,stunting
COM,Africa,Lower Middle Income,month_48_59 , female,higher,24.18086798,9.461732852,12.60288809,3.585198556,stunting
COM,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,25.52536516,10.00067407,11.19595559,4.074494449,stunting
COM,Africa,Lower Middle Income,month_24_59 , female,none,32.68370916,9.576185985,11.73334905,4.904767519,stunting
COM,Africa,Lower Middle Income,month_24_59 , female,primary,32.22552135,11.61655158,8.860244753,3.787652971,stunting
COM,Africa,Lower Middle Income,month_24_59 , female,none-primary,32.77339947,10.43861697,10.93271209,4.554467868,stunting
COM,Africa,Lower Middle Income,month_24_59 , female,secondary,29.51818548,10.34135071,9.613507109,4.165402844,stunting
COM,Africa,Lower Middle Income,month_24_59 , female,higher,29.16099656,10.10327869,9.659016393,3.754098361,stunting
COM,Africa,Lower Middle Income,month_24_59 , female,higher_secondary,28.18421752,10.20520065,9.863595449,4,stunting
COG,Africa,Lower Middle Income,month_0_5 , male,none,28.87973369,7.21791559,9.317743325,3.090611542,stunting
COG,Africa,Lower Middle Income,month_0_5 , male,primary,27.31043034,5.030164261,7.997848145,2.455477275,stunting
COG,Africa,Lower Middle Income,month_0_5 , male,none-primary,28.72075494,5.415614648,8.040803414,2.464482049,stunting
COG,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,17.05867648,6.531664942,8.680173079,2.997016273,stunting
COG,Africa,Lower Middle Income,month_6_11 , male,none,27.39503142,7.281598573,10.42498379,2.520282101,stunting
COG,Africa,Lower Middle Income,month_6_11 , male,primary,26.68658632,5.118600753,8.54239094,2.210553962,stunting
COG,Africa,Lower Middle Income,month_6_11 , male,none-primary,28.1994169,5.476785558,8.466882832,2.272240236,stunting
COG,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,16.90151233,6.552498256,8.909337423,2.883947552,stunting
COG,Africa,Lower Middle Income,month_12_23 , male,none,29.99514614,5.333870349,10.46297149,3.033064825,stunting
COG,Africa,Lower Middle Income,month_12_23 , male,primary,28.08341831,4.345258549,8.76853627,2.510560881,stunting
COG,Africa,Lower Middle Income,month_12_23 , male,none-primary,29.19578422,4.824140227,8.655158635,2.507754602,stunting
COG,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,18.03048717,6.120396125,8.995661415,2.988964869,stunting
COG,Africa,Lower Middle Income,month_0_23 , male,none,25.99965421,6.459577556,11.17866011,3.172323444,stunting
COG,Africa,Lower Middle Income,month_0_23 , male,primary,26.04316716,5.286074018,9.615185044,2.720251812,stunting
COG,Africa,Lower Middle Income,month_0_23 , male,none-primary,27.24938668,5.522111123,9.390095279,2.684817471,stunting
COG,Africa,Lower Middle Income,month_0_23 , male,higher_secondary,18.18341074,6.4,9.416798704,3.041045955,stunting
COG,Africa,Lower Middle Income,month_24_35 , male,none,31.21422205,5.137702376,7.487612431,2.4,stunting
COG,Africa,Lower Middle Income,month_24_35 , male,primary,28.7417093,4.257467024,7.228960428,2.185519786,stunting
COG,Africa,Lower Middle Income,month_24_35 , male,none-primary,29.71592204,4.747380188,7.416276501,2.245930875,stunting
COG,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,18.4074614,6.066286999,8.273075159,2.8332574,stunting
COG,Africa,Lower Middle Income,month_36_47 , male,none,26.57744628,4.479733235,7.647610226,3.215487217,stunting
COG,Africa,Lower Middle Income,month_36_47 , male,primary,26.35559195,3.912497964,7.313970229,2.616178626,stunting
COG,Africa,Lower Middle Income,month_36_47 , male,none-primary,27.76569054,4.468399359,7.484434643,2.592922213,stunting
COG,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,17.35442579,5.902530505,8.311768299,3.034451215,stunting
COG,Africa,Lower Middle Income,month_48_59 , male,none,24.1897833,5.734775043,6.515473527,2.237770321,stunting
COG,Africa,Lower Middle Income,month_48_59 , male,primary,25.11381628,4.570633027,6.717467891,2.1,stunting
COG,Africa,Lower Middle Income,month_48_59 , male,none-primary,26.75721945,5,7.004427597,2.177093369,stunting
COG,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,16.77306419,6.21365882,8.03414705,2.793519326,stunting
COG,Africa,Lower Middle Income,month_0_5 , female,none,26.54568988,6.782587407,9.249454514,3.605076883,stunting
COG,Africa,Lower Middle Income,month_0_5 , female,primary,26.30192418,4.838951354,7.969011014,2.685268472,stunting
COG,Africa,Lower Middle Income,month_0_5 , female,none-primary,27.92293793,5.266178663,8.018280756,2.643631105,stunting
COG,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,16.64718661,6.448839614,8.667450105,3.095358456,stunting
COG,Africa,Lower Middle Income,month_6_11 , female,none,24.78137787,7.076613101,10.48447671,2.797177584,stunting
COG,Africa,Lower Middle Income,month_6_11 , female,primary,25.51800142,5.018493611,8.564223268,2.336482851,stunting
COG,Africa,Lower Middle Income,month_6_11 , female,none-primary,27.27315891,5.399145099,8.483821291,2.371062185,stunting
COG,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,16.40661282,6.510756182,8.919291262,2.939555779,stunting
COG,Africa,Lower Middle Income,month_12_23 , female,none,29.195004,7.376247062,7.782501959,2.244750588,stunting
COG,Africa,Lower Middle Income,month_12_23 , female,primary,27.66661968,5.383341716,7.373423197,2.1,stunting
COG,Africa,Lower Middle Income,month_12_23 , female,none-primary,28.86530845,5.660269261,7.536102975,2.178700992,stunting
COG,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,17.80795953,6.608569261,8.352774639,2.801849759,stunting
COG,Africa,Lower Middle Income,month_0_23 , female,none,23.10676524,7.437107665,9.555661497,3.097589721,stunting
COG,Africa,Lower Middle Income,month_0_23 , female,primary,24.2471074,5.888285744,8.581873973,2.669050431,stunting
COG,Africa,Lower Middle Income,month_0_23 , female,none-primary,25.73094091,6.030163595,8.519788924,2.641498683,stunting
COG,Africa,Lower Middle Income,month_0_23 , female,higher_secondary,17.23651298,6.723718192,8.869963648,3.01561364,stunting
COG,Africa,Lower Middle Income,month_24_35 , female,none,28.96411465,7.742687064,7.320553945,1.801449633,stunting
COG,Africa,Lower Middle Income,month_24_35 , female,primary,27.59161046,5.634790676,7.14155544,1.870271502,stunting
COG,Africa,Lower Middle Income,month_24_35 , female,none-primary,28.77586006,5.856452713,7.345378923,1.991673664,stunting
COG,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,17.9065749,6.709754496,8.230648264,2.684518611,stunting
COG,Africa,Lower Middle Income,month_36_47 , female,none,27.6554999,6.548077549,6.586559105,2.4,stunting
COG,Africa,Lower Middle Income,month_36_47 , female,primary,26.89508629,4.960951202,6.758912913,2.180135886,stunting
COG,Africa,Lower Middle Income,month_36_47 , female,none-primary,28.23581287,5.321227326,7.043205968,2.24283031,stunting
COG,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,17.47978564,6.412343407,8.06798076,2.838282966,stunting
COG,Africa,Lower Middle Income,month_48_59 , female,none,23.50998078,5.509431508,7.261363341,1.361363341,stunting
COG,Africa,Lower Middle Income,month_48_59 , female,primary,24.77692966,4.42671932,7.10608748,1.645771561,stunting
COG,Africa,Lower Middle Income,month_48_59 , female,none-primary,26.501559,4.892892597,7.321520753,1.814413351,stunting
COG,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,16.56708416,6.165397999,8.228355578,2.591313156,stunting
COG,Africa,Lower Middle Income,month_24_59 , female,none,23.62119165,6.6,6.451235431,1.62968143,stunting
COG,Africa,Lower Middle Income,month_24_59 , female,primary,24.39982258,5.568051926,6.60360096,1.728347115,stunting
COG,Africa,Lower Middle Income,month_24_59 , female,none-primary,25.63616247,5.733392514,6.820770454,1.833303743,stunting
COG,Africa,Lower Middle Income,month_24_59 , female,higher_secondary,18.02893744,6.460850458,7.708944048,2.443621566,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none,3.73698833,10.85787646,0.115752917,0,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,8.267686703,7.318664349,1.852924146,0.091829119,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,8.015012829,7.485353272,1.76889174,0.092287749,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,9.580002853,7.617053693,1.455244176,0.193114489,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher,7.689718416,8.103322789,2.157674047,0.093222574,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,9.064853883,7.67710038,1.762617997,0.19532725,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none,3.026472804,7.614711896,2.011760908,0.167646742,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,7.219651346,7,2.100503335,0.125125834,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,7.059816507,7.152072247,2.019819382,0.123963876,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,8.971455227,7.440734926,1.606677134,0.2,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher,6.885515357,7.706333835,2.321518463,0.121518463,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,8.671702084,7.550346908,1.849653092,0.2,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none,10.87569723,10.45328059,2.773755301,0.173359706,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,9.648502766,8.008034579,2.35577691,0.129648076,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,9.392295321,8.107398009,2.268630441,0.128356188,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,10.10337334,7.918972071,1.745604317,0.2,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher,8.996265903,8.540338589,2.530521892,0.125613544,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,9.474480126,7.884961659,1.942480829,0.2,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,none,7.172614803,9.220883489,2.415119369,0.185778413,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,primary,8.104593196,7.962391038,2.274968868,0.145828145,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,none-primary,7.957497549,8.041223593,2.209924482,0.144274926,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,secondary,9.192770938,7.905072673,1.778487463,0.2,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,higher,7.755404151,8.390451398,2.422612849,0.14087095,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,higher_secondary,8.86699993,7.877951121,1.948240598,0.2,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none,13.25279072,9.993491406,1.881853386,0,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,10.70746774,8.03942916,2.035842385,0.064157615,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,10.43079783,8.129140535,1.968825225,0.065587388,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,10.62345548,7.938995579,1.609748895,0.163417035,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher,9.970376655,8.526808676,2.237319132,0.068659566,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,9.865611105,7.90034779,1.839175799,0.173882801,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none,15.00303107,5.356128035,0.267731408,0,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,11.35984181,6.196112907,1.405822583,0.065048387,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,11.05334949,6.361530039,1.363379225,0.066461202,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,10.9537607,7.003939502,1.287402644,0.164567107,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher,10.530087,6.923733031,1.689833144,0.069491657,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,10.097114,7.233942927,1.610660135,0.174754685,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none,4.468955344,8.558326296,1.345004223,0,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,7.192298363,7.467719088,1.820108043,0.064021609,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,7.055693381,7.580007264,1.76181554,0.065453885,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,8.828428322,7.64703976,1.5,0.16324006,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher,6.903709869,8.025870945,2.048258111,0.068532264,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,8.585433052,7.691880873,1.760622483,0.173748322,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none,15.58039792,10.42890007,0,0,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,10.0184894,7.30405151,1.809967806,0.09049839,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,9.672494609,7.4692676,1.729463854,0.091024413,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,10.31598444,7.609007258,1.439440412,0.191925388,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher,9.148097578,8.081717006,2.118282994,0.092099261,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,9.566885828,7.671377545,1.750584776,0.19450942,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none,2.391625366,10.22132012,0,0,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,7.687964771,7.434423954,1.710384031,0.085519202,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,7.482092718,7.584185584,1.63930264,0.086279086,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,9.286090318,7.658851295,1.404689223,0.187291896,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher,7.237744531,8.155227233,2.020465411,0.087846322,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,8.874287767,7.70450257,1.721623073,0.191291453,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none,7.429523605,6.135132571,0.986798879,0.089708989,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,8.375639764,6.494835737,1.675251545,0.1,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,8.192345025,6.645616454,1.622808227,0.1,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,9.431514671,7.149483055,1.426206959,0.18155174,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher,7.937088595,7.173985507,1.92120983,0.1,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,9.01595162,7.336444811,1.707755684,0.186822241,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,none,8.098991609,7.272340925,0.649831935,0.092833134,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,primary,8.563284534,7,1.406963021,0.1,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,none-primary,8.4,7.111867325,1.371203949,0.1,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,secondary,9.448216184,7.374212767,1.298740427,0.174842553,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,higher,8.162174431,7.533999745,1.64933288,0.1,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_23 , female,higher_secondary,9.053108458,7.489583674,1.59757007,0.181597279,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none,8.307499027,8.178730935,3.320274149,0.699005084,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,8.761889207,7.247598122,2.557095775,0.316648357,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,8.548111732,7.377750252,2.462875797,0.307375294,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,9.662961573,7.545678173,1.850199325,0.291356346,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher,8.240637288,7.87319441,2.702083855,0.287639132,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,9.167768159,7.621509424,2.015094239,0.264528272,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none,6.63956411,4.877128269,1.567818988,0.261303165,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,8.18260451,6.087245283,1.939149686,0.160850314,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,7.992244933,6.26837053,1.870886579,0.158226842,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,9.382244778,6.978135312,1.544731259,0.21491042,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher,7.737291746,6.873346554,2.168377763,0.152648895,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,8.968639991,7.221270542,1.8,0.210520263,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none,5.904177768,8.381575022,1.612283319,0,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,primary,7.763959623,7.393160968,1.928516188,0.064258094,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,7.604858005,7.508825983,1.865686002,0.065686002,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,9.11923002,7.609357366,1.554678683,0.163547545,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher,7.403025338,7.962492858,2.143767854,0.068753571,overweight
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,8.793054847,7.665045204,1.8,0.173981918,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,none,7.167541326,6.971949223,2.296830466,0.382805078,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,primary,7.871859041,6.881908591,2.236182818,0.277137114,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,none-primary,7.766056092,6.969919301,2.187600874,0.272560524,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,secondary,8.881824141,7.243676597,1.829558661,0.273235258,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,higher,7.621187161,7.305051246,2.35408625,0.262258751,stunting
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_59 , female,higher_secondary,8.667886551,7.376525246,1.967606065,0.255868688,stunting
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,5.196814272,10.24482109,2.925423729,1.382109228,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,7.530021121,9.592330685,2.392330685,0.759743384,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher,5.34900973,12.72302926,1.800068847,0.78464716,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,6.993655363,10.43345746,2.179461462,0.650186187,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,3.535848172,13.05234192,0.633185012,0.477728337,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,7.300267013,9.892920564,2.17426542,0.684283177,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher,4.884167734,13.31895061,1.251156384,0.578736626,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,6.82673599,10.64957176,2.014780376,0.593912884,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,11.50823845,12.62313495,1.576797988,0.315943001,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,8.236041705,9.956544503,2.242931937,0.65434555,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher,7.499821057,13.1448798,1.515903837,0.513072122,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,7.572443056,10.67647456,2.073244397,0.573244397,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,none-primary,7.625418264,12.86243598,1.776161125,0.675232225,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,secondary,7.7,10.31154313,2.214574408,0.7,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,higher,6.514324514,13.1386998,1.631166331,0.646233266,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_23 , male,higher_secondary,7.202133234,10.89611811,2.065784958,0.617107521,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,7.297815186,12.56280237,1.644400645,0.4,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,7.66814786,9.925297387,2.257470261,0.668102696,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher,6.019762636,13.13682033,1.536820331,0.545271868,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,7.124846708,10.65705638,2.083415717,0.583415717,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,7.143627742,9.803342246,1.859848485,0.743493761,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,7.635301339,9.577602524,2.274132492,0.712933754,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher,6.044469613,12.07227602,1.623933374,0.663980964,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,7.110151831,10.36956674,2.1,0.620288838,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,8.412368672,9.272379129,1.757204404,0.484825275,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,7.820246312,9.5,2.263944655,0.675963104,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher,6.467403879,11.94320118,1.581165512,0.569805748,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,7.250601197,10.31535331,2.090594813,0.590594813,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,8.957553695,7.804467228,3.463346759,2.094617356,stunting
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,7.805649648,9.421269904,2.422469039,0.800599568,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher,6.085970636,12.32949538,1.868088131,0.903624733,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,7.201465105,10.3092968,2.200781338,0.680625071,overweight
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,4.414125201,6.8070626,3.307784912,0.772792937,overweight
