ISO3Code,UNRegion,WB_Latest,age,sex,mothers_education,stunting_estimate
TCD,Africa,Low Income,month_6_11 , male,secondary,29.44720895478653
TCD,Africa,Low Income,month_6_11 , male,higher_secondary,28.675673114443395
TCD,Africa,Low Income,month_12_23 , male,primary,38.795923495518565
TCD,Africa,Low Income,month_12_23 , male,none-primary,39.87353230360888
TCD,Africa,Low Income,month_12_23 , male,secondary,38.161358639046405
TCD,Africa,Low Income,month_12_23 , male,higher_secondary,37.20621051694991
TCD,Africa,Low Income,month_24_35 , male,primary,41.32176543923131
TCD,Africa,Low Income,month_24_35 , male,none-primary,40.64864390699714
TCD,Africa,Low Income,month_24_35 , male,secondary,41.77917804683971
TCD,Africa,Low Income,month_24_35 , male,higher_secondary,40.75794611398964
TCD,Africa,Low Income,month_36_47 , male,primary,37.689487072684535
TCD,Africa,Low Income,month_36_47 , male,none-primary,39.49718283184584
TCD,Africa,Low Income,month_36_47 , male,secondary,36.67288672909671
TCD,Africa,Low Income,month_36_47 , male,higher_secondary,35.86131836291199
TCD,Africa,Low Income,month_48_59 , male,primary,33.95231358414057
TCD,Africa,Low Income,month_48_59 , male,none-primary,38.32089681243114
TCD,Africa,Low Income,month_48_59 , male,secondary,31.3994292961319
TCD,Africa,Low Income,month_48_59 , male,higher_secondary,30.76553474246347
TCD,Africa,Low Income,month_0_5 , female,primary,29.57300407055631
TCD,Africa,Low Income,month_0_5 , female,none-primary,37.35402141946622
TCD,Africa,Low Income,month_0_5 , female,secondary,23.873333333333328
TCD,Africa,Low Income,month_0_5 , female,higher_secondary,23.39860930836269
TCD,Africa,Low Income,month_6_11 , female,primary,32.065582696532175
TCD,Africa,Low Income,month_6_11 , female,none-primary,38.10653201111314
TCD,Africa,Low Income,month_6_11 , female,secondary,27.44180544930265
TCD,Africa,Low Income,month_6_11 , female,higher_secondary,26.7654839522064
TCD,Africa,Low Income,month_12_23 , female,primary,36.142065723148505
TCD,Africa,Low Income,month_12_23 , female,none-primary,39.07872633925752
TCD,Africa,Low Income,month_12_23 , female,secondary,34.29862039839515
TCD,Africa,Low Income,month_12_23 , female,higher_secondary,33.48333183088434
TCD,Africa,Low Income,month_24_35 , female,primary,38.82161686356266
TCD,Africa,Low Income,month_24_35 , female,none-primary,39.86975826155276
TCD,Africa,Low Income,month_24_35 , female,secondary,38.22968337730871
TCD,Africa,Low Income,month_24_35 , female,higher_secondary,37.31800935826047
TCD,Africa,Low Income,month_36_47 , female,primary,37.836387805742646
TCD,Africa,Low Income,month_36_47 , female,none-primary,39.54005016840902
TCD,Africa,Low Income,month_36_47 , female,secondary,36.88837266926841
TCD,Africa,Low Income,month_36_47 , female,higher_secondary,36.07708051016341
TCD,Africa,Low Income,month_48_59 , female,primary,33.76220874182401
TCD,Africa,Low Income,month_48_59 , female,none-primary,38.242950531205366
TCD,Africa,Low Income,month_48_59 , female,secondary,31.17765223892997
TCD,Africa,Low Income,month_48_59 , female,higher_secondary,30.562185614942184
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,14.19464417033768
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,16.13223231059672
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,9.637337111058384
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,9.390305158458606
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,14.841589278434864
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,16.631017934440866
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,10.072020566593787
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,9.778814257002818
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,16.24134845291884
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,17.60093961510632
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,11.355262286876217
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,10.951403934690434
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,16.31338480874097
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,17.650248118243034
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,11.429941049537534
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,11.020531109802173
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,15.133221705662253
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,16.71084152340864
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,10.603559394667204
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,10.274840922740164
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,14.22722590088869
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,15.97383480743854
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,10.012853134550117
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,9.744790687027784
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,14.016645921058414
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,16.01955787057305
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,9.474324486136435
COL,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,9.242850337547484
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,14.764861422090677
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,16.563562406622722
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,10.037568088939915
COL,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,9.748886288859524
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,14.46472150829635
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,16.174457685676114
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,10.15267218520803
COL,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,9.86936557660649
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,14.896549928681882
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,16.524027701502906
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,10.436737756030464
COL,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,10.124364203261909
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,14.398069611711456
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,16.12283253751714
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,10.104101852511914
COL,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,9.82548941954044
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,primary,14.334431683713468
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,16.084080819283468
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,10.036784264732573
COL,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,9.763611145763948
COM,Africa,Lower Middle Income,month_0_5 , male,primary,31.54558786023973
COM,Africa,Lower Middle Income,month_0_5 , male,none-primary,32.70948263642806
COM,Africa,Lower Middle Income,month_0_5 , male,secondary,26.2366548509912
COM,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,24.449531603316466
COM,Africa,Lower Middle Income,month_6_11 , male,primary,32.363707776904945
COM,Africa,Lower Middle Income,month_6_11 , male,none-primary,33.01892562377749
COM,Africa,Lower Middle Income,month_6_11 , male,secondary,26.933508700930798
COM,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,24.978123967852028
COM,Africa,Lower Middle Income,month_12_23 , male,primary,36.683459436738126
COM,Africa,Lower Middle Income,month_12_23 , male,none-primary,34.764897762599055
COM,Africa,Lower Middle Income,month_12_23 , male,secondary,32.455483801528366
COM,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,29.993805309734515
COM,Africa,Lower Middle Income,month_24_35 , male,primary,33.75779546445704
COM,Africa,Lower Middle Income,month_24_35 , male,none-primary,33.54266281395866
COM,Africa,Lower Middle Income,month_24_35 , male,secondary,29.293685034089638
COM,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,27.249580860883484
COM,Africa,Lower Middle Income,month_36_47 , male,primary,32.37172897196262
COM,Africa,Lower Middle Income,month_36_47 , male,none-primary,32.971014556488846
COM,Africa,Lower Middle Income,month_36_47 , male,secondary,27.99219889021869
COM,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,26.19413497836295
COM,Africa,Lower Middle Income,month_48_59 , male,primary,31.348999120105585
COM,Africa,Lower Middle Income,month_48_59 , male,none-primary,32.56483604728975
COM,Africa,Lower Middle Income,month_48_59 , male,secondary,26.78348934250592
COM,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,25.121704469962985
COM,Africa,Lower Middle Income,month_0_5 , female,primary,29.603548875978785
COM,Africa,Lower Middle Income,month_0_5 , female,none-primary,31.981385057200693
COM,Africa,Lower Middle Income,month_0_5 , female,secondary,24.29026387625114
COM,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,22.8648082879419
COM,Africa,Lower Middle Income,month_6_11 , female,primary,31.37345830639948
COM,Africa,Lower Middle Income,month_6_11 , female,none-primary,32.65217019659986
COM,Africa,Lower Middle Income,month_6_11 , female,secondary,25.983728362183754
COM,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,24.22178649237473
COM,Africa,Lower Middle Income,month_12_23 , female,primary,32.65542795232936
COM,Africa,Lower Middle Income,month_12_23 , female,none-primary,33.092063140158736
COM,Africa,Lower Middle Income,month_12_23 , female,secondary,28.19252637423653
COM,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,26.331793911007026
COM,Africa,Lower Middle Income,month_24_35 , female,primary,33.06695365646259
COM,Africa,Lower Middle Income,month_24_35 , female,none-primary,33.2589679292596
COM,Africa,Lower Middle Income,month_24_35 , female,secondary,28.70064249156049
COM,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,26.79224177646733
COM,Africa,Lower Middle Income,month_36_47 , female,primary,32.971948192120884
COM,Africa,Lower Middle Income,month_36_47 , female,none-primary,33.22121480432088
COM,Africa,Lower Middle Income,month_36_47 , female,secondary,28.534203539823007
COM,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,26.62627450980392
COM,Africa,Lower Middle Income,month_48_59 , female,primary,31.86001107419712
COM,Africa,Lower Middle Income,month_48_59 , female,none-primary,32.774643224623084
COM,Africa,Lower Middle Income,month_48_59 , female,secondary,27.27541169789892
COM,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,25.525365155131265
COG,Africa,Lower Middle Income,month_0_5 , male,primary,27.31043034281546
COG,Africa,Lower Middle Income,month_0_5 , male,none-primary,28.720754944889023
COG,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,17.058676480124507
COG,Africa,Lower Middle Income,month_6_11 , male,primary,26.686586324338485
COG,Africa,Lower Middle Income,month_6_11 , male,none-primary,28.19941690099156
COG,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,16.901512332809443
COG,Africa,Lower Middle Income,month_12_23 , male,primary,28.08341830784098
COG,Africa,Lower Middle Income,month_12_23 , male,none-primary,29.19578422117329
COG,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,18.030487173237464
COG,Africa,Lower Middle Income,month_24_35 , male,primary,28.741709300800213
COG,Africa,Lower Middle Income,month_24_35 , male,none-primary,29.71592204057724
COG,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,18.40746140003327
COG,Africa,Lower Middle Income,month_36_47 , male,primary,26.355591945264116
COG,Africa,Lower Middle Income,month_36_47 , male,none-primary,27.765690542144835
COG,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,17.354425790534645
COG,Africa,Lower Middle Income,month_48_59 , male,primary,25.11381628080657
COG,Africa,Lower Middle Income,month_48_59 , male,none-primary,26.75721944906637
COG,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,16.77306418593449
COG,Africa,Lower Middle Income,month_0_5 , female,primary,26.30192418040626
COG,Africa,Lower Middle Income,month_0_5 , female,none-primary,27.92293793477279
COG,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,16.64718660968661
COG,Africa,Lower Middle Income,month_6_11 , female,primary,25.51800142008296
COG,Africa,Lower Middle Income,month_6_11 , female,none-primary,27.273158906134512
COG,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,16.406612815334807
COG,Africa,Lower Middle Income,month_12_23 , female,primary,27.66661968049403
COG,Africa,Lower Middle Income,month_12_23 , female,none-primary,28.865308447723944
COG,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,17.807959529886446
COG,Africa,Lower Middle Income,month_24_35 , female,primary,27.59161046492685
COG,Africa,Lower Middle Income,month_24_35 , female,none-primary,28.77586005985328
COG,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,17.906574900494512
COG,Africa,Lower Middle Income,month_36_47 , female,primary,26.895086290349504
COG,Africa,Lower Middle Income,month_36_47 , female,none-primary,28.235812873078896
COG,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,17.479785644590805
COG,Africa,Lower Middle Income,month_48_59 , female,primary,24.776929657169177
COG,Africa,Lower Middle Income,month_48_59 , female,none-primary,26.50155899626268
COG,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,16.56708415999031
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,8.267686702531305
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,8.015012828689397
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,9.58000285320272
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,9.064853883381502
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,primary,7.219651345791897
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,7.059816507318529
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,8.971455226513173
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,8.671702083770962
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,primary,9.64850276625173
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,9.39229532138055
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,10.103373344610644
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,9.474480125797864
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,primary,10.707467740711875
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,10.430797829467926
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,10.623455480635323
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,9.865611104813912
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,primary,11.359841810661958
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,11.053349492239894
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,10.953760704056416
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,10.097114001170633
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,primary,7.192298362524623
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,7.055693380976688
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,8.828428322145019
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,8.58543305166555
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,primary,10.018489398347716
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,9.672494609026367
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,10.315984444036165
CRI,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,9.56688582817128
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,primary,7.687964770580491
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,7.482092718397651
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,9.286090317894082
CRI,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,8.874287767473191
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,primary,8.375639763779526
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,8.19234502476604
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,9.43151467065718
CRI,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,9.015951619716873
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,primary,8.761889207287197
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,8.548111731639397
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,9.662961573304834
CRI,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,9.167768158655498
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,primary,8.182604510436352
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,7.99224493301271
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,9.38224477771406
CRI,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,8.968639990785803
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,primary,7.76395962336105
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,7.604858004981552
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,9.119230019620472
CRI,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,8.793054847242763
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,5.196814272061166
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,7.530021121118691
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,higher_secondary,6.993655363218304
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,none-primary,3.535848172446111
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,secondary,7.300267013232514
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , male,higher_secondary,6.826735990333742
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,none-primary,11.508238446081716
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,secondary,8.236041704524805
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , male,higher_secondary,7.572443055728158
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,none-primary,7.297815186246418
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,secondary,7.668147859565496
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , male,higher_secondary,7.124846708021237
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,none-primary,7.143627741553052
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,secondary,7.635301339285714
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , male,higher_secondary,7.110151830902055
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,none-primary,8.412368672397326
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,secondary,7.820246312085532
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , male,higher_secondary,7.250601197097303
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,none-primary,8.957553694939934
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,secondary,7.805649648275693
CUB,Latin America and the Caribbean,Upper Middle Income,month_0_5 , female,higher_secondary,7.201465104892471
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,none-primary,4.414125200642055
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,secondary,7.42656855707107
CUB,Latin America and the Caribbean,Upper Middle Income,month_6_11 , female,higher_secondary,6.919671676557041
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,none-primary,4.613755020080321
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,secondary,7.300538293813028
CUB,Latin America and the Caribbean,Upper Middle Income,month_12_23 , female,higher_secondary,6.84130585290515
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,none-primary,6.3042953756168885
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,secondary,7.544220297314063
CUB,Latin America and the Caribbean,Upper Middle Income,month_24_35 , female,higher_secondary,7.027130727617956
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,none-primary,6.456523031203566
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,secondary,7.532238399356886
CUB,Latin America and the Caribbean,Upper Middle Income,month_36_47 , female,higher_secondary,7.02913549969344
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,none-primary,8.788196721311476
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,secondary,7.888377304901592
CUB,Latin America and the Caribbean,Upper Middle Income,month_48_59 , female,higher_secondary,7.311399686247167
CIV,Africa,Lower Middle Income,month_0_5 , male,primary,18.462936226065477
CIV,Africa,Lower Middle Income,month_0_5 , male,none-primary,22.00727402366716
CIV,Africa,Lower Middle Income,month_0_5 , male,higher_secondary,14.335470829355945
CIV,Africa,Lower Middle Income,month_6_11 , male,primary,19.278343722875405
CIV,Africa,Lower Middle Income,month_6_11 , male,none-primary,22.292533759951624
CIV,Africa,Lower Middle Income,month_6_11 , male,higher_secondary,15.400000000000002
CIV,Africa,Lower Middle Income,month_12_23 , male,primary,21.706664184661207
CIV,Africa,Lower Middle Income,month_12_23 , male,none-primary,22.999458030245023
CIV,Africa,Lower Middle Income,month_12_23 , male,higher_secondary,19.50406041676379
CIV,Africa,Lower Middle Income,month_24_35 , male,primary,21.683523130470043
CIV,Africa,Lower Middle Income,month_24_35 , male,none-primary,22.990542980473744
CIV,Africa,Lower Middle Income,month_24_35 , male,higher_secondary,19.47702111824356
CIV,Africa,Lower Middle Income,month_36_47 , male,primary,22.93266267123288
CIV,Africa,Lower Middle Income,month_36_47 , male,none-primary,23.42796365187309
CIV,Africa,Lower Middle Income,month_36_47 , male,higher_secondary,21.256929915143893
CIV,Africa,Lower Middle Income,month_48_59 , male,primary,20.97789773116732
CIV,Africa,Lower Middle Income,month_48_59 , male,none-primary,22.749647904249183
CIV,Africa,Lower Middle Income,month_48_59 , male,higher_secondary,18.457031731726985
CIV,Africa,Lower Middle Income,month_0_5 , female,primary,17.83665118757613
CIV,Africa,Lower Middle Income,month_0_5 , female,none-primary,21.78615489976341
CIV,Africa,Lower Middle Income,month_0_5 , female,higher_secondary,13.513836166584143
CIV,Africa,Lower Middle Income,month_6_11 , female,primary,18.490809981108317
CIV,Africa,Lower Middle Income,month_6_11 , female,none-primary,22.038316592402385
CIV,Africa,Lower Middle Income,month_6_11 , female,higher_secondary,14.258129729105296
CIV,Africa,Lower Middle Income,month_12_23 , female,primary,19.63904489601416
CIV,Africa,Lower Middle Income,month_12_23 , female,none-primary,22.27384226236858
CIV,Africa,Lower Middle Income,month_12_23 , female,higher_secondary,16.63277579402368
CIV,Africa,Lower Middle Income,month_24_35 , female,primary,20.991978757155664
CIV,Africa,Lower Middle Income,month_24_35 , female,none-primary,22.75840599258153
CIV,Africa,Lower Middle Income,month_24_35 , female,higher_secondary,18.454858154331912
CIV,Africa,Lower Middle Income,month_36_47 , female,primary,21.92605607852333
CIV,Africa,Lower Middle Income,month_36_47 , female,none-primary,23.07282599625696
CIV,Africa,Lower Middle Income,month_36_47 , female,higher_secondary,19.83596249310535
CIV,Africa,Lower Middle Income,month_48_59 , female,primary,20.98495330335524
CIV,Africa,Lower Middle Income,month_48_59 , female,none-primary,22.75783141245117
CIV,Africa,Lower Middle Income,month_48_59 , female,higher_secondary,18.43437424933942
COD,Africa,Low Income,month_0_5 , male,primary,45.44832367652156
COD,Africa,Low Income,month_0_5 , male,none-primary,47.02340077730147
COD,Africa,Low Income,month_0_5 , male,secondary,34.2508026337805
COD,Africa,Low Income,month_0_5 , male,higher_secondary,32.94870541806514
COD,Africa,Low Income,month_6_11 , male,primary,46.43572662769751
COD,Africa,Low Income,month_6_11 , male,none-primary,47.67994168951323
COD,Africa,Low Income,month_6_11 , male,secondary,35.128247456899075
COD,Africa,Low Income,month_6_11 , male,higher_secondary,33.78106018319409
COD,Africa,Low Income,month_12_23 , male,primary,47.93711572893494
COD,Africa,Low Income,month_12_23 , male,none-primary,48.633832501809046
COD,Africa,Low Income,month_12_23 , male,secondary,37.40885773458658
COD,Africa,Low Income,month_12_23 , male,higher_secondary,36.049951182876455
COD,Africa,Low Income,month_24_35 , male,primary,49.179154482503726
COD,Africa,Low Income,month_24_35 , male,none-primary,49.5060852189962
COD,Africa,Low Income,month_24_35 , male,secondary,38.40626739465707
COD,Africa,Low Income,month_24_35 , male,higher_secondary,36.98841490419567
COD,Africa,Low Income,month_36_47 , male,primary,48.645503251312405
COD,Africa,Low Income,month_36_47 , male,none-primary,49.12952288395542
COD,Africa,Low Income,month_36_47 , male,secondary,38.02639737586964
COD,Africa,Low Income,month_36_47 , male,higher_secondary,36.63710023449584
COD,Africa,Low Income,month_48_59 , male,primary,48.54489913921951
COD,Africa,Low Income,month_48_59 , male,none-primary,49.06241102216513
COD,Africa,Low Income,month_48_59 , male,secondary,37.85785922554493
COD,Africa,Low Income,month_48_59 , male,higher_secondary,36.46755934674588
COD,Africa,Low Income,month_0_5 , female,primary,43.72508819785415
COD,Africa,Low Income,month_0_5 , female,none-primary,45.83243596595814
COD,Africa,Low Income,month_0_5 , female,secondary,33.0606701769329
COD,Africa,Low Income,month_0_5 , female,higher_secondary,31.852810783824264
COD,Africa,Low Income,month_6_11 , female,primary,45.0977907441258
COD,Africa,Low Income,month_6_11 , female,none-primary,46.761797974321695
COD,Africa,Low Income,month_6_11 , female,secondary,34.16950733772888
COD,Africa,Low Income,month_6_11 , female,higher_secondary,32.89412351410411
COD,Africa,Low Income,month_12_23 , female,primary,46.03590731909148
COD,Africa,Low Income,month_12_23 , female,none-primary,47.30230583636197
COD,Africa,Low Income,month_12_23 , female,secondary,35.82989802348389
COD,Africa,Low Income,month_12_23 , female,higher_secondary,34.55791235086428
COD,Africa,Low Income,month_24_35 , female,primary,47.5299187775029
COD,Africa,Low Income,month_24_35 , female,none-primary,48.35302412556329
COD,Africa,Low Income,month_24_35 , female,secondary,37.00209921112448
COD,Africa,Low Income,month_24_35 , female,higher_secondary,35.65745249256515
COD,Africa,Low Income,month_36_47 , female,primary,47.31418185694488
COD,Africa,Low Income,month_36_47 , female,none-primary,48.1855814653227
COD,Africa,Low Income,month_36_47 , female,secondary,37.051104753098805
COD,Africa,Low Income,month_36_47 , female,higher_secondary,35.73087826158532
COD,Africa,Low Income,month_48_59 , female,primary,47.635915900820656
COD,Africa,Low Income,month_48_59 , female,none-primary,48.42628347915279
COD,Africa,Low Income,month_48_59 , female,secondary,37.10315465275676
COD,Africa,Low Income,month_48_59 , female,higher_secondary,35.7544722336418
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,primary,10.3158271584381
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,none-primary,10.32076181518928
DOM,Latin America and the Caribbean,Upper Middle Income,month_0_5 , male,secondary,6.259441036128153
